学科名,講義名,シラバスURL
高知大学 理工学部 情報科学科,プログラミング演習II,http://www-kulas.jimu.kochi-u.ac.jp/Portal/Public/Syllabus/Syllabus/DetailMain.aspx?lct_year=2022&lct_cd=72103
高知大学 理工学部 情報科学科,プログラミング演習III,http://www-kulas.jimu.kochi-u.ac.jp/Portal/Public/Syllabus/Syllabus/DetailMain.aspx?lct_year=2022&lct_cd=72127
鳥取大学 工学部 電気情報系学科,データ構造とアルゴリズムⅠ,https://sass-sb.adm.tottori-u.ac.jp/tottori_syllabus/2022/04/04_TB15160020_ja_JP.html
鳥取大学 工学部 電気情報系学科,データ構造とアルゴリズムⅡ,https://sass-sb.adm.tottori-u.ac.jp/tottori_syllabus/2022/04/04_TB15170020_ja_JP.html
鳥取大学 工学部 電気情報系学科,プログラミングⅠ,https://sass-sb.adm.tottori-u.ac.jp/tottori_syllabus/2022/04/04_T147800020_ja_JP.html
鳥取大学 工学部 電気情報系学科,プログラミングⅡ,https://sass-sb.adm.tottori-u.ac.jp/tottori_syllabus/2022/04/04_T231040020_ja_JP.html
鳥取大学 工学部 電気情報系学科,プログラミング演習Ⅰ,https://sass-sb.adm.tottori-u.ac.jp/tottori_syllabus/2022/04/04_TB15460020_ja_JP.html
鳥取大学 工学部 電気情報系学科,プログラミング演習Ⅱ,https://sass-sb.adm.tottori-u.ac.jp/tottori_syllabus/2022/04/04_TB15470020_ja_JP.html
鳥取大学 工学部 電気情報系学科,プログラミング演習Ⅲ,https://sass-sb.adm.tottori-u.ac.jp/tottori_syllabus/2022/04/04_TB15480020_ja_JP.html
鹿児島大学 工学部 先進工学科,アルゴリズムとデータ構造,https://kadai-houbun.jp/engine/wp-content/uploads/2023/05/2022syllabus_leh.pdf
鹿児島大学 工学部 先進工学科,プログラミング序論演習,https://kadai-houbun.jp/engine/wp-content/uploads/2023/05/2022syllabus_leh.pdf
鹿児島大学 工学部 先進工学科,プログラミング言語IIおよび演習,https://kadai-houbun.jp/engine/wp-content/uploads/2023/05/2022syllabus_leh.pdf
鹿児島大学 工学部 先進工学科,プログラミング言語I及び演習,https://kadai-houbun.jp/engine/wp-content/uploads/2023/05/2022syllabus_leh.pdf
